url,label
https://openai.com,0
http://account-password-863.ru,1
https://google.com,0
http://secure-free-394.ru,1
https://netflix.com,0
http://login-login-322.ml,1
http://account-bank-664.ru,1
https://openai.com,0
https://openai.com,0
https://github.com,0
http://login-secure-619.ml,1
http://secure-account-787.tk,1
https://google.com,0
https://microsoft.com,0
http://account-free-729.tk,1
https://microsoft.com,0
https://openai.com,0
https://google.com,0
https://microsoft.com,0
https://github.com,0
http://login-update-313.xyz,1
http://password-bonus-365.ru,1
http://paypal-account-600.ml,1
http://update-update-710.ml,1
http://verify-paypal-336.ru,1
http://bonus-paypal-586.xyz,1
https://amazon.com,0
http://account-free-211.tk,1
http://verify-bank-869.ru,1
http://update-update-865.ml,1
https://google.com,0
http://paypal-bank-449.xyz,1
http://secure-bank-653.tk,1
http://verify-update-371.tk,1
https://netflix.com,0
http://account-bank-627.ml,1
http://verify-verify-152.tk,1
https://github.com,0
http://secure-verify-868.ru,1
http://update-account-478.tk,1
https://github.com,0
http://bank-verify-805.tk,1
https://google.com,0
https://microsoft.com,0
http://secure-password-803.tk,1
http://secure-bank-327.xyz,1
https://openai.com,0
https://microsoft.com,0
https://microsoft.com,0
https://facebook.com,0
https://openai.com,0
http://bank-paypal-429.tk,1
https://github.com,0
http://bonus-bonus-460.ml,1
https://github.com,0
https://openai.com,0
https://amazon.com,0
http://account-update-793.ru,1
https://microsoft.com,0
https://microsoft.com,0
https://netflix.com,0
https://netflix.com,0
http://bonus-free-114.ml,1
http://bonus-paypal-251.ru,1
https://apple.com,0
http://paypal-bonus-419.tk,1
https://netflix.com,0
https://openai.com,0
http://secure-update-237.xyz,1
http://paypal-bank-596.xyz,1
https://apple.com,0
https://netflix.com,0
https://openai.com,0
http://bonus-password-962.xyz,1
http://bonus-paypal-471.ml,1
http://update-login-938.tk,1
https://microsoft.com,0
http://bank-bank-598.ru,1
https://netflix.com,0
http://paypal-bank-293.ru,1
https://openai.com,0
http://secure-verify-656.xyz,1
https://apple.com,0
http://bank-login-407.ru,1
https://apple.com,0
https://microsoft.com,0
http://paypal-secure-437.ml,1
http://bonus-bonus-164.tk,1
https://linkedin.com,0
https://google.com,0
https://facebook.com,0
http://free-verify-933.ml,1
http://free-password-377.xyz,1
http://update-verify-523.xyz,1
https://openai.com,0
http://verify-free-576.xyz,1
http://secure-password-276.xyz,1
https://apple.com,0
https://openai.com,0
https://google.com,0
https://openai.com,0
https://microsoft.com,0
http://password-paypal-703.tk,1
http://password-bank-394.tk,1
https://openai.com,0
https://apple.com,0
http://paypal-free-990.tk,1
http://free-update-358.ml,1
http://free-update-249.xyz,1
https://apple.com,0
https://netflix.com,0
http://password-login-147.ml,1
http://account-login-513.ml,1
https://openai.com,0
https://microsoft.com,0
https://openai.com,0
http://verify-paypal-707.tk,1
https://apple.com,0
https://microsoft.com,0
https://microsoft.com,0
https://amazon.com,0
https://netflix.com,0
http://bonus-paypal-515.xyz,1
http://bonus-paypal-909.ml,1
http://secure-paypal-825.xyz,1
http://login-password-392.ru,1
http://account-bank-567.ru,1
https://openai.com,0
http://password-update-939.ru,1
http://secure-bank-925.tk,1
http://update-paypal-218.ru,1
https://netflix.com,0
https://amazon.com,0
https://facebook.com,0
https://facebook.com,0
https://netflix.com,0
https://amazon.com,0
https://netflix.com,0
http://account-password-960.ml,1
https://facebook.com,0
https://openai.com,0
http://bonus-secure-772.ru,1
http://bank-bonus-856.ml,1
http://paypal-password-277.xyz,1
http://account-free-155.tk,1
http://secure-bonus-795.xyz,1
http://free-secure-185.ru,1
http://update-free-119.xyz,1
http://account-account-516.xyz,1
https://amazon.com,0
http://verify-bank-809.ml,1
https://apple.com,0
http://login-secure-381.ml,1
http://secure-secure-712.xyz,1
http://secure-account-790.ml,1
https://facebook.com,0
http://password-bonus-253.ru,1
https://openai.com,0
https://amazon.com,0
http://password-secure-598.xyz,1
https://amazon.com,0
https://netflix.com,0
http://bank-password-330.ru,1
http://verify-paypal-325.ml,1
https://microsoft.com,0
https://apple.com,0
https://amazon.com,0
https://github.com,0
http://bank-verify-756.ml,1
http://verify-update-614.ru,1
https://microsoft.com,0
http://free-free-566.ru,1
http://account-update-958.tk,1
https://netflix.com,0
http://free-login-527.ru,1
http://account-bank-446.ru,1
https://openai.com,0
https://facebook.com,0
http://bank-bank-509.tk,1
http://paypal-bank-761.xyz,1
http://login-paypal-216.ml,1
http://account-paypal-885.ml,1
https://openai.com,0
http://update-paypal-815.xyz,1
https://facebook.com,0
https://amazon.com,0
http://update-free-182.xyz,1
http://update-bank-577.xyz,1
http://verify-paypal-418.ml,1
http://update-paypal-845.ru,1
https://openai.com,0
http://paypal-verify-922.xyz,1
http://secure-bonus-485.xyz,1
https://openai.com,0
https://apple.com,0
http://secure-password-260.xyz,1
https://netflix.com,0
http://password-update-823.ru,1
https://facebook.com,0
https://openai.com,0
http://secure-update-671.xyz,1
https://facebook.com,0
https://openai.com,0
http://password-password-217.xyz,1
http://account-secure-984.ru,1
http://secure-paypal-262.ml,1
http://update-password-674.tk,1
http://secure-account-207.ru,1
http://free-account-506.ru,1
https://microsoft.com,0
https://facebook.com,0
https://facebook.com,0
http://verify-login-260.xyz,1
https://facebook.com,0
http://verify-paypal-530.ru,1
http://paypal-password-963.ml,1
http://password-bank-861.tk,1
http://free-update-170.tk,1
https://openai.com,0
https://openai.com,0
https://openai.com,0
https://openai.com,0
https://linkedin.com,0
http://password-paypal-119.ml,1
https://linkedin.com,0
http://password-login-172.ru,1
https://apple.com,0
https://apple.com,0
http://bonus-verify-683.ml,1
https://github.com,0
http://account-login-332.xyz,1
https://linkedin.com,0
https://facebook.com,0
https://google.com,0
http://bonus-secure-835.ru,1
https://linkedin.com,0
https://apple.com,0
http://bonus-bank-721.xyz,1
https://github.com,0
https://apple.com,0
https://google.com,0
http://verify-login-481.tk,1
http://login-login-492.ru,1
http://paypal-verify-398.ru,1
http://bonus-update-983.xyz,1
http://account-bonus-307.tk,1
http://secure-update-723.tk,1
https://openai.com,0
https://microsoft.com,0
https://github.com,0
https://linkedin.com,0
https://apple.com,0
https://linkedin.com,0
http://account-account-528.ml,1
http://login-account-917.ml,1
http://account-free-677.xyz,1
https://facebook.com,0
https://apple.com,0
https://microsoft.com,0
https://apple.com,0
https://amazon.com,0
http://update-bonus-385.xyz,1
https://netflix.com,0
http://free-paypal-464.xyz,1
http://bonus-verify-949.xyz,1
https://apple.com,0
https://github.com,0
http://verify-free-458.tk,1
http://bonus-free-792.ru,1
http://bank-password-754.ml,1
https://openai.com,0
http://bank-password-835.tk,1
https://netflix.com,0
https://netflix.com,0
http://free-verify-622.ru,1
http://login-account-160.ml,1
http://verify-bonus-442.ml,1
https://netflix.com,0
http://bank-paypal-301.xyz,1
https://github.com,0
https://amazon.com,0
http://bonus-update-151.tk,1
http://bonus-password-438.tk,1
https://apple.com,0
http://update-update-639.xyz,1
https://google.com,0
https://openai.com,0
https://facebook.com,0
https://amazon.com,0
https://microsoft.com,0
https://linkedin.com,0
http://update-password-981.ml,1
http://bonus-update-563.ml,1
https://amazon.com,0
https://linkedin.com,0
http://free-free-531.ml,1
http://paypal-free-570.xyz,1
http://verify-account-614.xyz,1
http://paypal-update-680.xyz,1
http://account-secure-886.ml,1
http://paypal-verify-332.xyz,1
http://account-secure-799.ml,1
https://linkedin.com,0
http://password-update-150.xyz,1
https://amazon.com,0
https://google.com,0
http://verify-verify-411.ru,1
https://microsoft.com,0
http://paypal-verify-411.ru,1
https://amazon.com,0
https://apple.com,0
http://login-update-566.ml,1
http://login-verify-891.ru,1
https://openai.com,0
http://free-verify-171.ml,1
http://paypal-free-523.tk,1
http://login-account-926.tk,1
http://account-free-763.xyz,1
https://apple.com,0
http://bonus-bank-191.tk,1
http://free-account-117.ml,1
https://netflix.com,0
http://free-paypal-733.xyz,1
https://apple.com,0
https://github.com,0
https://netflix.com,0
http://bonus-free-861.ru,1
http://free-paypal-349.ru,1
https://apple.com,0
http://login-free-833.ml,1
http://free-bank-251.ru,1
https://microsoft.com,0
https://amazon.com,0
http://bank-password-992.tk,1
https://facebook.com,0
https://openai.com,0
https://google.com,0
https://amazon.com,0
https://linkedin.com,0
http://secure-password-232.ru,1
http://verify-bonus-468.ru,1
https://google.com,0
https://microsoft.com,0
http://login-account-149.tk,1
https://netflix.com,0
https://github.com,0
https://microsoft.com,0
http://bonus-account-567.tk,1
https://linkedin.com,0
http://password-paypal-888.tk,1
https://openai.com,0
https://facebook.com,0
http://login-paypal-831.ml,1
http://password-bank-346.xyz,1
http://verify-bank-229.tk,1
http://free-free-992.ru,1
http://update-verify-964.ml,1
https://google.com,0
http://verify-login-958.ml,1
https://microsoft.com,0
https://microsoft.com,0
http://update-secure-383.ml,1
http://account-login-904.ml,1
https://linkedin.com,0
http://free-verify-586.ru,1
http://verify-secure-401.tk,1
http://verify-account-292.ml,1
https://facebook.com,0
https://netflix.com,0
https://linkedin.com,0
http://update-login-860.ml,1
http://login-password-796.xyz,1
http://bank-login-767.ru,1
http://password-bank-394.xyz,1
http://bank-update-527.xyz,1
http://bank-free-603.ru,1
https://google.com,0
https://linkedin.com,0
http://bonus-update-448.xyz,1
http://login-free-324.ml,1
http://verify-login-294.ml,1
http://login-password-918.xyz,1
https://amazon.com,0
https://google.com,0
https://amazon.com,0
https://google.com,0
https://github.com,0
https://facebook.com,0
https://linkedin.com,0
https://amazon.com,0
https://google.com,0
https://github.com,0
http://bank-bank-686.ml,1
http://secure-account-494.tk,1
http://verify-secure-861.ru,1
https://google.com,0
http://password-verify-654.ru,1
http://login-free-598.xyz,1
http://account-account-496.tk,1
https://google.com,0
http://free-password-168.ru,1
https://facebook.com,0
http://verify-bonus-840.ru,1
https://amazon.com,0
http://update-password-720.ml,1
http://free-paypal-109.tk,1
https://netflix.com,0
https://google.com,0
https://amazon.com,0
https://facebook.com,0
http://bank-free-293.ml,1
http://paypal-bonus-315.tk,1
https://openai.com,0
http://login-login-422.tk,1
https://amazon.com,0
http://account-update-655.ru,1
https://microsoft.com,0
http://password-paypal-760.ml,1
http://password-free-679.xyz,1
https://microsoft.com,0
https://microsoft.com,0
https://netflix.com,0
http://update-account-178.xyz,1
https://openai.com,0
https://google.com,0
http://bank-bonus-842.ml,1
http://update-paypal-675.ru,1
https://netflix.com,0
http://free-bank-436.ml,1
https://github.com,0
http://bank-password-779.ru,1
http://account-login-449.ru,1
https://netflix.com,0
http://free-paypal-489.tk,1
http://paypal-secure-481.ml,1
https://github.com,0
https://openai.com,0
